country,date,experiment_id,order_id,spend_usd,user_id,vertical
JP,2017-04-04,12624549,870018612952843897,10.847502,8260905743282750841,ANDROID_APPS
JP,2017-04-04,12624549,17379580419122247206,7.593251,8260905743282750841,ANDROID_APPS
US,2017-04-01,12624548,13756655717183299793,14.99,694823423763108684,ANDROID_APPS
JP,2017-04-02,12624548,9622504523286520826,26.001489,17911418316903581332,ANDROID_APPS
US,2017-04-04,12624549,14312259065105657168,21.24,7282889712759980409,ANDROID_APPS
US,2017-04-03,12624549,481605944411231512,1.37,8542877172316698721,MUSIC
US,2017-04-03,12624549,14869319786055901029,1.05,8542877172316698721,MUSIC
US,2017-04-06,12624548,6954870100672308023,4.99,11571631594144744230,ANDROID_APPS
US,2017-04-07,12624549,16292497744230535212,19.99,15294090164412702357,ANDROID_APPS
US,2017-04-02,12624548,7178295200268226995,19.99,10738831160652076981,ANDROID_APPS
US,2017-04-02,12624548,9567283695179612213,19.99,10738831160652076981,ANDROID_APPS
US,2017-04-03,12624548,13255529326494943830,19.99,10738831160652076981,ANDROID_APPS
US,2017-04-02,12624548,10191658647980505242,19.99,10738831160652076981,ANDROID_APPS
US,2017-04-04,12624549,12125481570395078286,0.99,17471860184071438470,ANDROID_APPS
US,2017-04-05,12624549,702881031580764864,5.31,17471860184071438470,ANDROID_APPS
JP,2017-04-03,12624548,11131328680645295606,8.678001,16886766220217045725,ANDROID_APPS
US,2017-04-01,12624548,7344138571928192012,1.29,2179018355456285222,MUSIC
US,2017-04-01,12624548,11936209084956696013,0.99,2179018355456285222,MUSIC
US,2017-04-05,12624548,7203858942847337476,1.29,2179018355456285222,MUSIC
US,2017-04-05,12624548,5368098749210929333,0.99,2179018355456285222,MUSIC
US,2017-04-04,12624548,18346253550817835243,3.99,2179018355456285222,ANDROID_APPS
US,2017-04-02,12624548,9976329491000660988,1.29,2179018355456285222,MUSIC
US,2017-04-05,12624548,16593238588339907994,1.29,2179018355456285222,MUSIC
US,2017-04-03,12624548,3982206454758306730,9.99,2179018355456285222,ANDROID_APPS
US,2017-04-01,12624548,4326001181355317075,1.29,2179018355456285222,MUSIC
US,2017-04-06,12624548,17480674201220998677,15.93,2583788879605604237,ANDROID_APPS
US,2017-04-02,12624548,13424301340408474779,1.99,16390128584478072857,YOUTUBE
US,2017-04-02,12624548,17746875828186601475,1.99,16390128584478072857,YOUTUBE
US,2017-04-02,12624548,11623128026009872794,1.99,16390128584478072857,YOUTUBE
US,2017-04-02,12624548,6530754148517378884,1.99,16390128584478072857,YOUTUBE
US,2017-04-02,12624548,12065189663694439195,1.29,16390128584478072857,MUSIC
US,2017-04-02,12624548,11695070295919427202,1.99,16390128584478072857,YOUTUBE
US,2017-04-02,12624548,11627082799614280375,1.99,16390128584478072857,YOUTUBE
US,2017-04-02,12624548,3141871108783411791,1.99,16390128584478072857,YOUTUBE
JP,2017-04-07,12624549,11163522324375168320,2.164181,10866268052521674886,ANDROID_APPS
US,2017-04-07,12624549,16008226391798032701,9.99,5659063485779982474,MUSIC
US,2017-04-04,12624548,5476396366419633992,9.99,2060582085090230891,ANDROID_APPS
US,2017-04-02,12624548,8368230423061886388,4.99,2060582085090230891,ANDROID_APPS
US,2017-04-03,12624548,18259130898549010009,4.99,2060582085090230891,ANDROID_APPS
US,2017-04-02,12624548,8692085774725489482,19.99,2060582085090230891,ANDROID_APPS
US,2017-04-04,12624548,13624797552596508226,4.99,2060582085090230891,ANDROID_APPS
US,2017-04-01,12624548,7232215352533923945,4.99,2060582085090230891,ANDROID_APPS
US,2017-04-03,12624548,18430459749478712813,4.99,2060582085090230891,ANDROID_APPS
US,2017-04-06,12624548,1127854577719369794,4.99,2060582085090230891,ANDROID_APPS
US,2017-04-02,12624548,14891746900015781058,4.99,2060582085090230891,ANDROID_APPS
US,2017-04-04,12624548,1412695573150515079,4.99,2060582085090230891,ANDROID_APPS
US,2017-04-04,12624548,2537919797499038597,4.99,2060582085090230891,ANDROID_APPS
US,2017-04-05,12624548,17899984546104506261,24.99,2060582085090230891,ANDROID_APPS
US,2017-04-03,12624548,5695860494624059769,4.99,2060582085090230891,ANDROID_APPS
US,2017-04-05,12624548,13936315356740312215,99.99,2060582085090230891,ANDROID_APPS
US,2017-04-02,12624548,15737057016080188894,4.99,2060582085090230891,ANDROID_APPS
US,2017-04-04,12624548,16483283719126466322,4.99,2060582085090230891,ANDROID_APPS
US,2017-04-02,12624548,13829142785218297053,9.99,2060582085090230891,ANDROID_APPS
US,2017-04-02,12624548,13275906368842663931,4.99,2060582085090230891,ANDROID_APPS
US,2017-04-07,12624548,3970184614560857804,0.99,2060582085090230891,ANDROID_APPS
US,2017-04-04,12624548,15538032530408642503,4.99,2060582085090230891,ANDROID_APPS
US,2017-04-02,12624548,1681143881658617458,19.99,2060582085090230891,ANDROID_APPS
US,2017-04-02,12624548,13882742851370386164,4.99,2060582085090230891,ANDROID_APPS
US,2017-04-05,12624548,5345194926344902440,4.99,2060582085090230891,ANDROID_APPS
US,2017-04-02,12624548,2524784711384996591,9.99,2060582085090230891,ANDROID_APPS
US,2017-04-02,12624548,4797950700001005393,4.99,2060582085090230891,ANDROID_APPS
US,2017-04-01,12624548,11138583640044733200,9.99,2060582085090230891,ANDROID_APPS
US,2017-04-05,12624548,10023704785366445947,4.99,2060582085090230891,ANDROID_APPS
US,2017-04-03,12624548,441343342762793918,9.99,2060582085090230891,ANDROID_APPS
US,2017-04-04,12624548,17893183957819848569,9.99,2060582085090230891,ANDROID_APPS
US,2017-04-04,12624548,13123099556900796991,4.99,2060582085090230891,ANDROID_APPS
US,2017-04-06,12624548,1375181590697241971,4.99,2060582085090230891,ANDROID_APPS
US,2017-04-03,12624548,17730173032727902762,4.99,2060582085090230891,ANDROID_APPS
US,2017-04-02,12624548,6100155316562864353,4.99,2060582085090230891,ANDROID_APPS
US,2017-04-01,12624548,5620477522501267484,4.99,2060582085090230891,ANDROID_APPS
US,2017-04-02,12624548,2568572740751698385,4.99,2060582085090230891,ANDROID_APPS
US,2017-04-04,12624548,16891770590221162729,4.99,2060582085090230891,ANDROID_APPS
US,2017-04-07,12624549,12360548851937891211,9.99,15769937560239176622,ANDROID_APPS
US,2017-04-01,12624549,5130573664937170916,49.99,15769937560239176622,ANDROID_APPS
US,2017-04-07,12624549,7916594038982986286,9.99,15769937560239176622,ANDROID_APPS
US,2017-04-07,12624549,15955949242795421064,9.99,15769937560239176622,ANDROID_APPS
JP,2017-04-06,12624549,1500186588553391732,6.492545,13007384731828786373,ANDROID_APPS
JP,2017-04-01,12624549,6362900846385935547,2.151847,13007384731828786373,ANDROID_APPS
JP,2017-04-07,12624549,1282300198343726019,2.164181,13007384731828786373,ANDROID_APPS
JP,2017-04-07,12624549,1560684986690207,12.624394,13007384731828786373,ANDROID_APPS
JP,2017-04-07,12624549,13976814133711443157,61.318487,13007384731828786373,ANDROID_APPS
JP,2017-04-06,12624549,2137645443961533563,6.492545,13007384731828786373,ANDROID_APPS
JP,2017-04-04,12624549,17500334467033133008,2.1695,13007384731828786373,ANDROID_APPS
JP,2017-04-02,12624549,15116830237510995250,16.587157,13007384731828786373,ANDROID_APPS
JP,2017-04-06,12624548,12543741064946064489,26.174415,10988135320952010206,ANDROID_APPS
JP,2017-04-04,12624548,3013104460092423921,1.08475,10988135320952010206,ANDROID_APPS
US,2017-04-02,12624549,16459794464856694362,1.99,8515086609628624602,ANDROID_APPS
US,2017-04-05,12624549,15791725915419161263,3.24,11722952819516414103,ANDROID_APPS
US,2017-04-01,12624549,8157851264722542577,6.48,11722952819516414103,ANDROID_APPS
JP,2017-04-01,12624548,7943690984604267933,9.683313,15714703929565300861,ANDROID_APPS
JP,2017-04-01,12624548,7535830527830890769,29.04994,15714703929565300861,ANDROID_APPS
JP,2017-04-01,12624548,84054668363687014,0.968331,15714703929565300861,ANDROID_APPS
US,2017-04-04,12624549,10610249687014406821,12.86,15234467898471620481,OCEAN
US,2017-04-05,12624549,1280443309274088292,79.99,16510135115818940338,ANDROID_APPS
US,2017-04-07,12624549,11477169028622855454,3.99,2942022885246852881,ANDROID_APPS
US,2017-04-01,12624549,10702638332246492475,19.99,2942022885246852881,ANDROID_APPS
JP,2017-04-01,12624549,14448679400710284777,2.151847,8411444705074724700,ANDROID_APPS
US,2017-04-06,12624548,3929938495311324962,4.99,17020030584080210891,ANDROID_APPS
US,2017-04-06,12624548,11574685186346851654,3.99,10991654749288733465,ANDROID_APPS
US,2017-04-04,12624549,2563481974958962041,19.99,1201714354641013613,ANDROID_APPS
US,2017-04-05,12624549,14830050566974823736,19.99,1201714354641013613,ANDROID_APPS
US,2017-04-01,12624549,7984448150805144447,19.99,1201714354641013613,ANDROID_APPS
US,2017-04-01,12624549,6055458049098914466,99.99,1201714354641013613,ANDROID_APPS
US,2017-04-03,12624549,1305378800080734420,99.99,1201714354641013613,ANDROID_APPS
US,2017-04-07,12624549,15959724665863109010,79.99,1201714354641013613,ANDROID_APPS
US,2017-04-05,12624549,10505231966199773746,19.99,1201714354641013613,ANDROID_APPS
US,2017-04-04,12624549,10921862574239246412,199.99,1201714354641013613,ANDROID_APPS
US,2017-04-07,12624549,4527861580378093908,21.09,1201714354641013613,ANDROID_APPS
US,2017-04-01,12624549,259605617330099260,19.99,1201714354641013613,ANDROID_APPS
US,2017-04-03,12624549,17303183182668917474,199.99,1201714354641013613,ANDROID_APPS
US,2017-04-06,12624549,8741549912844116336,99.99,1201714354641013613,ANDROID_APPS
US,2017-04-03,12624549,18108634652742725284,99.99,1201714354641013613,ANDROID_APPS
US,2017-04-03,12624549,11694330653970282441,4.99,1201714354641013613,ANDROID_APPS
US,2017-04-01,12624549,2861807555387838140,19.99,1201714354641013613,ANDROID_APPS
US,2017-04-01,12624549,924344927330160292,99.99,1201714354641013613,ANDROID_APPS
US,2017-04-04,12624549,6667761440480498563,119.99,1201714354641013613,ANDROID_APPS
US,2017-04-01,12624549,5499344863610083458,149.99,1201714354641013613,ANDROID_APPS
US,2017-04-07,12624549,3586264483727881316,19.99,1201714354641013613,ANDROID_APPS
US,2017-04-04,12624549,12865769564543747235,99.99,1201714354641013613,ANDROID_APPS
US,2017-04-06,12624549,8631284753268547736,49.99,1201714354641013613,ANDROID_APPS
US,2017-04-04,12624549,16134081270732270176,59.99,1201714354641013613,ANDROID_APPS
US,2017-04-03,12624549,9096509315993211391,79.99,1201714354641013613,ANDROID_APPS
US,2017-04-02,12624549,7344256930458752181,19.99,1201714354641013613,ANDROID_APPS
US,2017-04-06,12624549,7763917443862936677,99.99,1201714354641013613,ANDROID_APPS
US,2017-04-03,12624549,946828384133165815,19.99,1201714354641013613,ANDROID_APPS
US,2017-04-02,12624549,16023966362690039630,99.99,1201714354641013613,ANDROID_APPS
US,2017-04-07,12624549,12094437379050342263,19.99,1201714354641013613,ANDROID_APPS
US,2017-04-01,12624549,14560146975899250829,119.99,1201714354641013613,ANDROID_APPS
US,2017-04-01,12624549,287123466742166304,99.99,1201714354641013613,ANDROID_APPS
US,2017-04-07,12624549,978107860550621594,9.99,1201714354641013613,ANDROID_APPS
US,2017-04-02,12624548,13217193101568879444,1.99,1847272079715612787,ANDROID_APPS
US,2017-04-02,12624548,13718484509475484193,2.49,1847272079715612787,ANDROID_APPS
US,2017-04-06,12624548,4186238046500498869,19.99,10127602555682387372,ANDROID_APPS
US,2017-04-05,12624548,11810754721662419618,19.99,10127602555682387372,ANDROID_APPS
US,2017-04-04,12624548,14230084645471879545,19.99,10127602555682387372,ANDROID_APPS
US,2017-04-04,12624548,3625548233890613292,19.99,10127602555682387372,ANDROID_APPS
US,2017-04-01,12624548,8690400725745972309,29.99,10127602555682387372,ANDROID_APPS
US,2017-04-03,12624548,13570671964736026285,19.99,10127602555682387372,ANDROID_APPS
US,2017-04-06,12624548,4424787704885556313,2.99,10127602555682387372,ANDROID_APPS
US,2017-04-07,12624548,9863667046657252981,19.99,10127602555682387372,ANDROID_APPS
US,2017-04-05,12624548,14795106827704234770,19.99,10127602555682387372,ANDROID_APPS
US,2017-04-02,12624548,17180190628655758190,19.99,10127602555682387372,ANDROID_APPS
US,2017-04-03,12624549,6993298680561613131,0.99,16546026788517051494,ANDROID_APPS
JP,2017-04-01,12624548,12636756664726733659,5.020977,10161347667339134139,ANDROID_APPS
JP,2017-04-05,12624548,2919987207080291088,0.902167,10161347667339134139,ANDROID_APPS
JP,2017-04-07,12624548,7097276577649382175,4.328363,10161347667339134139,ANDROID_APPS
JP,2017-04-07,12624548,1153543003929542276,2.164181,1052429071249223173,ANDROID_APPS
US,2017-04-03,12624549,13929970632430505109,9.99,5555493684447322529,ANDROID_APPS
US,2017-04-07,12624548,10092622316973340037,2.15,7235094696666053816,ANDROID_APPS
JP,2017-04-02,12624549,5440778168505729006,2.151847,14916843790031711604,ANDROID_APPS
JP,2017-04-06,12624549,17829397594039539027,2.166158,14916843790031711604,ANDROID_APPS
JP,2017-04-05,12624549,211076874896425272,2.166158,14916843790031711604,ANDROID_APPS
US,2017-04-03,12624548,5318836255422652151,5.33,9858512873129828801,ANDROID_APPS
JP,2017-04-02,12624549,17690831244525637189,43.036948,15569086046477023476,ANDROID_APPS
US,2017-04-04,12624548,1864617276072332546,4.99,7491158654502684605,ANDROID_APPS
JP,2017-04-03,12624549,13456736115049843382,88.220093,1496836276487551624,ANDROID_APPS
US,2017-04-06,12624549,4042288963573287564,8.57,6144444463124764697,ANDROID_APPS
US,2017-04-05,12624549,2394999623675034759,1.99,6144444463124764697,ANDROID_APPS
US,2017-04-06,12624549,9155373515128506927,5.35,6144444463124764697,ANDROID_APPS
US,2017-04-06,12624549,8669828601844819936,8.57,6144444463124764697,ANDROID_APPS
US,2017-04-07,12624549,15903100722973374635,8.57,6144444463124764697,ANDROID_APPS
US,2017-04-02,12624549,14682188346459487113,4.99,6144444463124764697,ANDROID_APPS
US,2017-04-05,12624549,16823602591277541959,1.99,6144444463124764697,ANDROID_APPS
US,2017-04-06,12624549,17699759021796083299,5.35,6144444463124764697,ANDROID_APPS
US,2017-04-05,12624549,12637663137532220095,1.99,6144444463124764697,ANDROID_APPS
US,2017-04-02,12624548,7140973477530318938,1.99,1045007372103740822,ANDROID_APPS
JP,2017-04-01,12624548,8606126109690427065,22.415077,1949424663737882271,ANDROID_APPS
JP,2017-04-02,12624548,15349221844164368538,53.796185,10415993414904925807,ANDROID_APPS
US,2017-04-01,12624548,3679707188793074636,1.99,825122572514794265,ANDROID_APPS
US,2017-04-06,12624549,802059447187299874,9.99,16787355144848351125,ANDROID_APPS
US,2017-04-02,12624549,16273410559823615792,1.99,13634653825483637838,ANDROID_APPS
US,2017-04-07,12624549,7666417264284525617,4.99,2734586745818395275,ANDROID_APPS
US,2017-04-05,12624549,8733427294390869644,0.99,2734586745818395275,ANDROID_APPS
US,2017-04-04,12624549,9184747092870638126,0.99,2734586745818395275,ANDROID_APPS
US,2017-04-01,12624549,7751869091297793757,15.99,2734586745818395275,ANDROID_APPS
US,2017-04-05,12624549,16832111097988350960,0.99,2734586745818395275,ANDROID_APPS
US,2017-04-04,12624549,14219054094178027172,0.99,2734586745818395275,ANDROID_APPS
US,2017-04-06,12624549,16079470266328823778,9.99,9236741534342010705,ANDROID_APPS
US,2017-04-07,12624549,8825625994923910336,4.99,12842714767379145565,ANDROID_APPS
US,2017-04-07,12624549,17345627474645015833,4.99,12842714767379145565,ANDROID_APPS
US,2017-04-07,12624549,17329117971264486356,9.99,12842714767379145565,ANDROID_APPS
US,2017-04-02,12624549,7077941338363675592,19.99,12842714767379145565,ANDROID_APPS
US,2017-04-02,12624549,614621782233727570,14.99,12842714767379145565,ANDROID_APPS
US,2017-04-05,12624548,9404375734919163538,6.99,11425888504281814024,ANDROID_APPS
JP,2017-04-06,12624549,9709569666447456648,8.845147,5354646628275877227,MUSIC
JP,2017-04-05,12624549,6204286886295215485,22.554187,5354646628275877227,ANDROID_APPS
JP,2017-04-03,12624549,18429978152093082056,22.505125,5354646628275877227,ANDROID_APPS
US,2017-04-05,12624548,10674652962275746939,4.99,4870017793541664180,ANDROID_APPS
US,2017-04-02,12624548,17760813016567568518,9.99,3410621774028506886,ANDROID_APPS
US,2017-04-07,12624549,9327875360837932861,2.99,13946962875933959902,ANDROID_APPS
US,2017-04-03,12624549,4819753434642840647,0.99,5990457947234884947,ANDROID_APPS
US,2017-04-03,12624549,11671690293224322569,0.99,5990457947234884947,ANDROID_APPS
US,2017-04-05,12624549,1057664596086409344,4.99,11710910227714245199,ANDROID_APPS
US,2017-04-03,12624548,18237575093625189497,5.4,10432560459296376032,ANDROID_APPS
US,2017-04-03,12624548,15478186296485876447,4.99,18307327079565812048,ANDROID_APPS
US,2017-04-07,12624548,10432619688571878375,49.99,7802756795199104564,ANDROID_APPS
US,2017-04-05,12624549,8048618945886368297,4.99,764258381261536628,ANDROID_APPS
US,2017-04-05,12624549,12240275814431009146,1.99,15183665269465591867,ANDROID_APPS
US,2017-04-03,12624549,14794790360346555878,39.99,12201058412857678606,ANDROID_APPS
US,2017-04-04,12624549,2811995391365116902,0.99,12201058412857678606,ANDROID_APPS
US,2017-04-07,12624549,2760631406669034434,4.99,12201058412857678606,ANDROID_APPS
US,2017-04-06,12624548,10042293589585620971,3.99,11165076110232012663,ANDROID_APPS
JP,2017-04-02,12624549,13261712573231336090,4.303694,11961808809815832216,ANDROID_APPS
US,2017-04-04,12624548,6133937548599003647,4.99,14765009738380477444,ANDROID_APPS
US,2017-04-03,12624548,12385101766247584367,1.06,10906358588687706419,ANDROID_APPS
US,2017-04-07,12624548,12947013818926817504,9.99,6616457817761433970,MUSIC
US,2017-04-01,12624548,8389764478098659528,2.99,6616457817761433970,ANDROID_APPS
US,2017-04-03,12624549,15938907474454327027,0.99,3737386566560593085,ANDROID_APPS
US,2017-04-04,12624548,7789123313450841001,8.62,10155539823154701815,OCEAN
US,2017-04-01,12624549,3883045293508149490,2.99,13383148982547893352,ANDROID_APPS
US,2017-04-06,12624549,10017018567321659596,1.99,965358030164987953,ANDROID_APPS
US,2017-04-03,12624549,1948736716175117848,4.99,965358030164987953,ANDROID_APPS
JP,2017-04-02,12624549,15630332488021443648,8.607389,7220616760405640220,ANDROID_APPS
US,2017-04-06,12624549,1659092308701024074,0.99,16516395769912783251,ANDROID_APPS
JP,2017-04-04,12624549,9199881712351971498,2.847469,4338576115799129258,ANDROID_APPS
JP,2017-04-07,12624548,17887255693136865720,1.08209,8623306717477050096,ANDROID_APPS
JP,2017-04-02,12624548,10197622168019358862,1.080246,8623306717477050096,ANDROID_APPS
JP,2017-04-05,12624548,17575361026794333361,1.082601,8623306717477050096,ANDROID_APPS
JP,2017-04-04,12624548,16861080419515573740,1.08475,8623306717477050096,ANDROID_APPS
JP,2017-04-01,12624548,16686344530469209827,26.898092,8623306717477050096,ANDROID_APPS
JP,2017-04-07,12624548,15088651314070956729,1.08209,8623306717477050096,ANDROID_APPS
JP,2017-04-01,12624548,15662539555089329905,48.416566,8623306717477050096,ANDROID_APPS
JP,2017-04-01,12624548,15539626256116744420,1.075923,8623306717477050096,ANDROID_APPS
JP,2017-04-06,12624548,14181493285668235157,1.083079,8623306717477050096,ANDROID_APPS
JP,2017-04-06,12624549,7690331331061058739,2.164181,2361467662187906081,ANDROID_APPS
JP,2017-04-06,12624549,15302167816936984356,2.164181,2361467662187906081,ANDROID_APPS
US,2017-04-01,12624549,5454937041246679610,0.99,18247506281549977436,ANDROID_APPS
US,2017-04-03,12624549,9681223785923900486,19.99,5597199158265420678,ANDROID_APPS
US,2017-04-05,12624549,9216582254097020103,99.99,5597199158265420678,ANDROID_APPS
US,2017-04-03,12624549,2927243129759538265,0.99,5597199158265420678,ANDROID_APPS
US,2017-04-04,12624549,13509898131180022724,9.99,5597199158265420678,MUSIC
JP,2017-04-03,12624549,5708099528865548303,8.822009,17082739879308090910,MUSIC
US,2017-04-07,12624549,781818607565648606,9.99,9725710730852909140,ANDROID_APPS
US,2017-04-02,12624549,8301082324418007055,0.99,9725710730852909140,ANDROID_APPS
US,2017-04-06,12624548,2579447970753477319,0.99,3208541686305537603,ANDROID_APPS
US,2017-04-07,12624548,7770046124222192245,2.99,3446217493110773032,ANDROID_APPS
US,2017-04-06,12624548,13041893968708549894,4.99,17452911659034686588,ANDROID_APPS
US,2017-04-06,12624548,574401119413869936,0.99,17452911659034686588,ANDROID_APPS
US,2017-04-07,12624548,17534526197856981053,4.99,17452911659034686588,ANDROID_APPS
US,2017-04-06,12624548,1672427518854799195,9.99,17452911659034686588,ANDROID_APPS
US,2017-04-06,12624548,13064138798197743495,0.99,17452911659034686588,ANDROID_APPS
US,2017-04-07,12624548,2582781432624150140,9.99,11526721067803493232,ANDROID_APPS
US,2017-04-06,12624548,2349202407042368813,4.99,11526721067803493232,ANDROID_APPS
US,2017-04-01,12624548,11030439970996349061,4.99,11526721067803493232,ANDROID_APPS
US,2017-04-03,12624548,6161863030239677265,4.99,11526721067803493232,ANDROID_APPS
US,2017-04-07,12624548,1251626662135325493,4.99,11526721067803493232,ANDROID_APPS
US,2017-04-01,12624548,49724759551967311,9.99,11526721067803493232,ANDROID_APPS
US,2017-04-03,12624548,4709875487846785333,9.99,11526721067803493232,ANDROID_APPS
US,2017-04-01,12624549,850429594884325191,1.99,11682438483445196866,ANDROID_APPS
US,2017-04-05,12624549,12218222527068700340,1.99,11682438483445196866,ANDROID_APPS
US,2017-04-06,12624548,10359194740663344129,1.95,14333483634136377906,OCEAN
JP,2017-04-05,12624548,2915309114605388451,2.923022,17100003673240191855,ANDROID_APPS
JP,2017-04-02,12624548,10634320820118704868,6.455542,13894085626787640,ANDROID_APPS
JP,2017-04-03,12624548,13734419979069032059,2.160492,13894085626787640,ANDROID_APPS
JP,2017-04-01,12624548,7283247959969432896,2.151847,13894085626787640,ANDROID_APPS
JP,2017-04-03,12624548,17053074075347252836,26.105946,13894085626787640,ANDROID_APPS
JP,2017-04-01,12624548,6921995584075339633,2.151847,13894085626787640,ANDROID_APPS
JP,2017-04-03,12624548,7278011618836517689,26.105946,13894085626787640,ANDROID_APPS
JP,2017-04-07,12624548,4199461398491276656,26.150531,13894085626787640,ANDROID_APPS
US,2017-04-02,12624548,10495935300991696960,1.99,17833898641823370100,ANDROID_APPS
US,2017-04-06,12624548,16040419761797981980,0.99,7407967111275951119,ANDROID_APPS
US,2017-04-07,12624548,12512194201035409946,0.99,7407967111275951119,ANDROID_APPS
US,2017-04-01,12624548,9732600859427251371,4.99,7407967111275951119,ANDROID_APPS
US,2017-04-07,12624548,15027692636163401801,0.99,7407967111275951119,ANDROID_APPS
US,2017-04-07,12624548,5996076522063712413,0.99,7407967111275951119,ANDROID_APPS
JP,2017-04-06,12624549,4913320381179693198,2.166158,15677015374729535895,ANDROID_APPS
JP,2017-04-01,12624549,7579055072776982645,6.455542,15677015374729535895,ANDROID_APPS
JP,2017-04-02,12624549,14891083660891296590,2.151847,15677015374729535895,ANDROID_APPS
JP,2017-04-01,12624548,7251939810438355370,2.689809,491332223330304889,ANDROID_APPS
JP,2017-04-01,12624548,5665772227931504110,3.586412,491332223330304889,ANDROID_APPS
US,2017-04-06,12624549,9666261053324151061,0.99,15279663934478878518,ANDROID_APPS
JP,2017-04-05,12624548,16604614945717775099,2.165202,5817420889877463388,ANDROID_APPS
US,2017-04-02,12624549,6069357991039708720,3.99,16414820036869392558,ANDROID_APPS
US,2017-04-04,12624548,14221787599737768037,1.99,13462709982962635248,ANDROID_APPS
US,2017-04-01,12624548,8266083199878832734,3.99,13462709982962635248,ANDROID_APPS
JP,2017-04-05,12624548,8157808287563191140,2.165202,10707456887727896239,ANDROID_APPS
US,2017-04-07,12624549,16205317365105463039,9.49,9806738984605221890,MUSIC
US,2017-04-06,12624549,13957711920879551142,9.99,11073409804551983929,MUSIC
US,2017-04-02,12624549,11072132360444139738,34.06,8733337075744335002,ANDROID_APPS
US,2017-04-07,12624548,1327679937573471105,1.3,9033271180945801054,MUSIC
US,2017-04-02,12624548,6375946386462348760,9.99,9344613755519932457,ANDROID_APPS
JP,2017-04-06,12624548,5422190243967644922,2.166158,8443033064871424185,ANDROID_APPS
JP,2017-04-05,12624548,6767219791708660901,2.165202,8443033064871424185,ANDROID_APPS
JP,2017-04-01,12624548,1457078021607095521,6.455542,8443033064871424185,ANDROID_APPS
JP,2017-04-01,12624548,2671287587198933584,6.455542,8443033064871424185,ANDROID_APPS
JP,2017-04-07,12624548,5542038415517342653,6.492545,8443033064871424185,ANDROID_APPS
US,2017-04-05,12624549,1046891119420032896,4.99,13293441233636615317,ANDROID_APPS
US,2017-04-01,12624549,16829447255874276825,4.99,13293441233636615317,ANDROID_APPS
US,2017-04-04,12624549,906717688124538753,9.99,13293441233636615317,ANDROID_APPS
US,2017-04-07,12624549,2436314682836264536,4.99,13293441233636615317,ANDROID_APPS
JP,2017-04-06,12624548,5447897676067394315,21.661585,3010603121742989158,ANDROID_APPS
JP,2017-04-06,12624548,4803364572824731978,21.661585,3010603121742989158,ANDROID_APPS
JP,2017-04-06,12624548,17739931000728746767,5.415396,3010603121742989158,ANDROID_APPS
JP,2017-04-06,12624548,10141183177208737785,5.415396,3010603121742989158,ANDROID_APPS
